,title,sub_title,brand,color_breif,fullPrice,currentPrice,country,availability,publish_date,created_date,discount_amount,asof_date
532,Air Jordan 1 Retro High OG,Shoes,Jordan,Vachetta Tan/Sail/Black,164.95,164.95,GB,True,2022-09-13T06:02:00.000Z,2023-04-15T07:52:37.138Z,0.0,2023-04-16
533,Nike Air Max 90,Men's Shoes,Nike Sportswear,Flat Pewter/Black/Obsidian/White,134.95,134.95,GB,True,2023-04-03T07:00:00.000Z,2023-04-15T02:46:06.644Z,0.0,2023-04-16
534,Nike Zoom Mercurial Dream Speed Superfly 9 Elite FG,Firm-Ground Football Boot,Nike,Cobalt Bliss/Fuchsia Dream/Hot Punch/Black,259.95,259.95,GB,True,2023-02-11T08:00:00.000Z,2023-04-10T05:48:16.416Z,0.0,2023-04-16
535,Air Jordan 2 Retro,Men's Shoes,Jordan,White/Sail/Light Steel Grey/Lucky Green,169.95,169.95,GB,True,2023-01-20T14:04:00.000Z,2023-04-15T18:41:41.989Z,0.0,2023-04-16
536,Zoom Freak 4,Basketball Shoes,Nike,Pale Vanilla/Coral Chalk,124.95,124.95,GB,True,2023-04-01T07:00:00.000Z,2023-04-12T10:42:32.457Z,0.0,2023-04-16
537,Nike ACG Moc,Men's Shoes,NikeLab,Ocean Bliss/Black/Ocean Bliss,84.95,84.95,GB,True,2023-02-23T08:00:00.000Z,2023-04-06T06:22:29.314Z,0.0,2023-04-16
538,Nike Air Max 95,Men's Shoes,Nike Sportswear,Black/Sequoia/Cargo Khaki/Earth,169.95,169.95,GB,True,2023-01-12T12:44:00.000Z,2023-04-11T22:28:47.941Z,0.0,2023-04-16
539,Nike Dunk High x SOULGOODS,Men's Shoes,NikeLab,Medium Olive/Black/Multi-Colour,129.95,129.95,GB,True,2022-11-21T11:34:00.000Z,2023-04-06T06:26:10.634Z,0.0,2023-04-16
540,Nike Dunk Low Retro SE,Men's Shoes,Nike Sportswear,Summit White/Summit White/Industrial Blue/Industrial Blue,109.95,109.95,GB,True,2023-01-23T00:00:00.000Z,2023-04-06T06:29:34.422Z,0.0,2023-04-16
541,Nike Air Max Plus,Men's Shoes,Nike Sportswear,White/Cool Grey/Black,179.95,125.97,GB,True,2022-12-26T08:00:00.000Z,2023-04-15T07:25:24.467Z,53.97999999999999,2023-04-16
542,Nike Air Max Flyknit Racer,Men's Shoes,Nike Sportswear,Volt/White/Sequoia/Black,152.95,152.95,GB,True,2023-04-13T07:00:00.000Z,2023-04-13T12:24:58.362Z,0.0,2023-04-16
543,Nike Blazer Mid Pro Club,Men's Shoes,Nike Sportswear,Light Bone/Phantom/Summit White/White,99.95,99.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-06T22:05:15.909Z,0.0,2023-04-16
544,Nike SuperRep Cycle 2 Next Nature,Indoor Cycling Shoes,Nike,Iron Grey/Phantom/Black,114.95,114.95,GB,True,2023-04-13T07:00:00.000Z,2023-04-13T11:34:04.150Z,0.0,2023-04-16
545,Nike Air Max 270,Men's Shoes,Nike Sportswear,White/Midnight Navy/Psychic Blue/Chile Red,129.95,103.97,GB,True,2023-02-01T08:00:00.000Z,2023-04-11T22:09:34.288Z,25.97999999999999,2023-04-16
546,Air Jordan XXXVII Low,Basketball Shoes,Jordan,Black/University Red/Dark Grey/Metallic Gold,164.95,164.95,GB,True,2023-03-30T07:00:00.000Z,2023-04-10T16:10:07.438Z,0.0,2023-04-16
547,Nike Blazer Mid '77 Jumbo,Men's Shoes,Nike Sportswear,Summit White/Blackened Blue/Citron Tint/Malachite,99.95,59.97,GB,True,2023-02-01T08:17:00.000Z,2023-04-06T06:28:17.754Z,39.980000000000004,2023-04-16
548,NikeCourt Zoom Pro,Men's Hard Court Tennis Shoes,Nike,Obsidian/Green Glow/White/Hyper Pink,89.95,89.95,GB,True,2022-11-11T08:00:00.000Z,2023-04-13T13:42:06.804Z,0.0,2023-04-16
549,Nike Air Force 1 Low Retro QS,Men's Shoes,Nike Sportswear,White/Classic Green/White,124.95,124.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-06T06:41:57.218Z,0.0,2023-04-16
550,Nike Air Max TW SE,Men's Shoes,Nike Sportswear,Phantom/Light Bone/Light Photo Blue/Opti Yellow,152.95,152.95,GB,True,2023-04-14T07:00:00.000Z,2023-04-14T08:28:54.410Z,0.0,2023-04-16
551,Nike Air Max Plus,Men's Shoes,Nike Sportswear,Wheatgrass/University Gold/Gum Light Brown/Black,169.95,152.97,GB,True,2023-03-01T08:00:00.000Z,2023-04-06T11:13:14.971Z,16.97999999999999,2023-04-16
552,Nike Air Max 1 '86 OG G NRG,Men's Golf Shoes,Nike,Phantom/Topaz Gold/Midwest Gold/Gridiron,169.95,169.95,GB,False,2023-03-27T14:00:00.000Z,2023-04-06T06:34:07.732Z,0.0,2023-04-16
553,Nike Air Max 95,Men's Shoes,Nike Sportswear,Light Bone/Khaki/Dune Red/Summit White,169.95,169.95,GB,True,2022-11-09T08:00:00.000Z,2023-04-11T22:23:46.367Z,0.0,2023-04-16
554,Nike Air Max Impact 4,Basketball Shoes,Nike,White/Sail/Copa/Black,89.95,89.95,GB,True,2023-03-22T08:00:00.000Z,2023-04-06T06:04:45.203Z,0.0,2023-04-16
555,Nike Air Huarache,Men's Shoes,Nike Sportswear,Black/Metallic Silver/Wolf Grey,114.95,80.47,GB,True,2023-01-12T08:00:00.000Z,2023-04-06T06:53:59.073Z,34.480000000000004,2023-04-16
556,Nike Zoom Mercurial Superfly 9 Academy AG,Artificial-Grass Football Boot,Nike,White/Pink Blast/Baltic Blue,84.95,84.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-16T09:38:44.663Z,0.0,2023-04-16
557,Jordan 6 Rings,Men's Shoes,Jordan,Black/White/Gym Red,164.95,98.97,GB,True,2022-12-16T08:00:00.000Z,2023-04-12T14:43:25.158Z,65.97999999999999,2023-04-16
558,Nike P-6000,Women's Shoes,Nike Sportswear,White/Metallic Platinum/Dark Charcoal/Varsity Red,99.95,99.95,GB,True,2023-02-09T08:00:00.000Z,2023-04-13T11:34:08.430Z,0.0,2023-04-16
559,Nike Air Zoom Victory Tour 3 NRG,Men's Golf Shoes,Nike,Phantom/Midwest Gold/Gridiron,224.95,224.95,GB,True,2023-03-29T07:00:00.000Z,2023-04-06T06:34:04.845Z,0.0,2023-04-16
560,Nike Zoom Vomero 5,Men's Shoes,Nike Sportswear,Wheatgrass/Brown/Elemental Gold/Gold Suede,144.95,144.95,GB,True,2023-01-30T17:28:00.000Z,2023-04-06T12:49:43.931Z,0.0,2023-04-16
561,Jordan Play,Men's Slides,Jordan,Black/Photon Dust/Off-Noir/University Red,37.95,32.47,GB,True,2023-02-01T08:17:00.000Z,2023-04-13T10:58:55.426Z,5.480000000000004,2023-04-16
562,"Nike LeBron 2 ""Maccabi""",Men's Shoes,Nike Sportswear,White/Varsity Crimson/Metallic Gold,189.95,189.95,GB,True,2022-10-11T00:00:00.000Z,2023-04-06T05:59:54.149Z,0.0,2023-04-16
563,NikeCourt Zoom Lite 3,Men's Hard Court Tennis Shoes,Nike,Black/White,59.95,47.97,GB,True,2021-12-17T09:01:00.000Z,2023-04-13T09:49:33.365Z,11.980000000000004,2023-04-16
564,Nike Phantom GT2 Elite AG-Pro,Artificial-Grass Football Boot,Nike,Glacier Ice/Yellow Strike/Sunset Glow/Black,224.95,224.95,GB,True,2022-08-24T07:00:00.000Z,2023-04-12T23:30:15.142Z,0.0,2023-04-16
565,Nike SB Zoom Nyjah 3,Skate Shoes,Nike,Game Royal/Game Royal/Game Royal/White,99.95,59.97,GB,True,2023-01-23T08:00:00.000Z,2023-04-10T15:34:23.989Z,39.980000000000004,2023-04-16
566,Nike Dunk High Retro Premium,Men's Shoes,Nike Sportswear,Summit White/Phantom/Pink Oxford/White,114.95,68.97,GB,True,2023-02-09T00:00:00.000Z,2023-04-06T06:29:34.582Z,45.980000000000004,2023-04-16
567,Air Jordan XXXVII,Basketball Shoes,Jordan,Black/Midnight Fog/Midas Gold/Bordeaux,169.95,101.97,GB,True,2023-01-05T08:00:00.000Z,2023-04-12T14:33:41.558Z,67.97999999999999,2023-04-16
568,Nike Tanjun,Men's Shoes,Nike Sportswear,White/Barely Volt/Black,69.95,48.97,GB,True,2021-09-14T14:31:00.000Z,2023-04-13T11:14:58.859Z,20.980000000000004,2023-04-16
569,Nike SB Zoom Blazer Mid Premium,Skate Shoes,Nike,Black/Black/White/Anthracite,99.95,99.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-16T09:57:39.814Z,0.0,2023-04-16
570,Nike Zoom Metcon Turbo 2,Men's Training Shoes,Nike,Sail/Photon Dust/Citron Tint,144.95,86.97,GB,True,2023-01-16T08:00:00.000Z,2023-04-14T00:59:33.077Z,57.97999999999999,2023-04-16
571,NikeCourt Air Zoom Vapor 9.5 Tour Premium,Men's Tennis Shoes,Nike,Black/Phantom/White,179.95,179.95,GB,True,2023-02-24T08:00:00.000Z,2023-04-06T06:31:47.235Z,0.0,2023-04-16
572,Nike Zoom Rival SD 2,Athletics Throwing Shoes,Nike,White/Hyper Pink/Laser Orange/Black,69.95,69.95,GB,True,2022-12-16T08:00:00.000Z,2023-04-13T15:57:06.578Z,0.0,2023-04-16
573,Nike Blazer '77 Jumbo,Men's Shoes,Nike Sportswear,Sail/Hemp/Black/Cacao Wow,109.95,76.97,GB,True,2022-11-28T08:00:00.000Z,2023-04-06T06:51:41.856Z,32.980000000000004,2023-04-16
574,The Nike Premier 3 SG-PRO Anti-Clog Traction,Soft-Ground Football Boot,Nike,Black/White,109.95,109.95,GB,True,2022-09-06T07:00:00.000Z,2023-04-14T01:20:28.400Z,0.0,2023-04-16
575,Nike Gripknit Phantom GX Elite Dynamic Fit Fusion AG-Pro,Artificial-Grass Football Boot,Nike,Black/White/Blue Glow/Volt,249.95,249.95,GB,True,2023-03-06T08:00:00.000Z,2023-04-06T06:34:09.184Z,0.0,2023-04-16
576,Nike E-Series AD,Men's Shoes,Nike Sportswear,Sail/Phantom/Black,72.95,65.97,GB,True,2023-03-01T08:00:00.000Z,2023-04-11T09:23:38.516Z,6.980000000000004,2023-04-16
577,Nike Air Max TW,Men's Shoes,Nike Sportswear,Summit White/White/Washed Teal/University Red,144.95,86.97,GB,True,2023-01-16T15:00:00.000Z,2023-04-06T22:16:06.916Z,57.97999999999999,2023-04-16
578,Nike Air Zoom G.T. Jump,Basketball Shoes,Nike,Black/White,179.95,179.95,GB,True,2023-04-01T07:00:00.000Z,2023-04-06T05:45:09.513Z,0.0,2023-04-16
579,Nike Infinity G,Golf Shoes,Nike,Black/White,69.95,69.95,GB,True,2022-11-01T08:00:00.000Z,2023-04-12T23:29:34.206Z,0.0,2023-04-16
580,Nike Terminator High,Men's Shoes,Nike Sportswear,White/Sail/Cocoa/Black,124.95,124.95,GB,True,2022-11-28T12:05:00.000Z,2023-04-06T06:50:23.068Z,0.0,2023-04-16
581,Nike Zoom Metcon Turbo 2,Men's Training Shoes,Nike,Volt/Wolf Grey/Photon Dust/Diffused Blue,144.95,144.95,GB,True,2023-03-23T08:00:00.000Z,2023-04-14T00:59:36.731Z,0.0,2023-04-16
582,Nike Blazer Mid '77 Jumbo,Men's Shoes,Nike Sportswear,White/White/Sail/Black,99.95,99.95,GB,True,2022-08-01T10:30:00.000Z,2023-04-13T13:23:02.520Z,0.0,2023-04-16
583,Nike Dunk High Retro,Men's Shoe,Nike Sportswear,University Gold/White/Habanero Red/Black,109.95,109.95,GB,True,2022-12-08T14:06:00.000Z,2023-04-13T13:22:49.192Z,0.0,2023-04-16
584,Nike SB Zoom Blazer Mid,Skate Shoes,Nike,Baroque Brown/Baroque Brown/White/Adobe,79.95,55.97,GB,True,2022-12-16T08:00:00.000Z,2023-04-06T06:54:11.783Z,23.980000000000004,2023-04-16
585,Nike React Tiempo Legend 9 Pro TF,Turf Football Shoe,Nike,White/Baltic Blue/Pink Blast/Black,109.95,109.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-15T07:32:16.767Z,0.0,2023-04-16
586,Kyrie Flytrap 6,Basketball Shoes,Nike,Orange Trance/Black/Canyon Rust/Yellow Strike,84.95,59.47,GB,True,2023-02-06T08:00:00.000Z,2023-04-14T08:35:40.758Z,25.480000000000004,2023-04-16
587,Nike MC Trainer 2,Men's Training Shoes,Nike,Iron Grey/Black/Gum Medium Brown/White,69.95,62.97,GB,True,2023-03-01T08:00:00.000Z,2023-04-06T09:45:37.902Z,6.980000000000004,2023-04-16
588,Nike Metcon 7,Training Shoes,Nike,Total Orange/Dark Smoke Grey/Clear Emerald/White,124.95,74.97,GB,True,2023-03-01T08:00:00.000Z,2023-04-06T22:35:34.181Z,49.980000000000004,2023-04-16
589,Nike Blazer Low '77 Vintage,Men's Shoes,Nike Sportswear,White/Sail/Black,89.95,89.95,GB,True,2020-06-07T22:00:00.000Z,2023-04-13T13:49:16.492Z,0.0,2023-04-16
590,Air Max 90 LTR,Men's Shoe,Nike Sportswear,White/White/White,134.95,134.95,GB,True,2019-11-19T23:00:00.000Z,2023-04-13T14:01:42.237Z,0.0,2023-04-16
591,NikeCourt Royale 2 Next Nature,Men's Shoes,Nike Sportswear,White/Black,64.95,64.95,GB,True,2022-08-01T07:00:00.000Z,2023-04-13T18:23:30.304Z,0.0,2023-04-16
592,Nike Air Force 1 '07 Premium,Men's Shoes,Nike Sportswear,Team Red/Gym Red/Team Red/Sail,124.95,124.95,GB,True,2022-10-05T07:00:00.000Z,2023-04-15T07:58:20.395Z,0.0,2023-04-16
593,Nike Air Force 1 Low Billie,Men's Shoes,NikeLab,White/White/White,114.95,114.95,GB,True,2023-03-16T12:45:00.000Z,2023-04-11T14:56:23.988Z,0.0,2023-04-16
594,Air Jordan 13 Retro,Men's Shoes,Jordan,Black/Flint Grey/White/University Red,189.95,189.95,GB,True,2023-04-12T14:15:00.000Z,2023-04-12T15:11:21.932Z,0.0,2023-04-16
595,Air Jordan 1 Mid SE Craft,Men's Shoes,Jordan,Sail/Fossil Stone/Celestial Gold/Taupe Haze,124.95,124.95,GB,True,2023-03-01T08:00:00.000Z,2023-04-12T03:50:04.836Z,0.0,2023-04-16
596,Nike Dunk Hi Retro,Men's Shoes,Nike Sportswear,White/White/Picante Red/Picante Red,109.95,65.97,GB,True,2023-01-16T00:00:00.000Z,2023-04-12T15:40:44.501Z,43.980000000000004,2023-04-16
597,Nike Air Max SYSTM,Men's Shoes,Nike Sportswear,Black/Wolf Grey/White,89.95,53.97,GB,True,2022-08-01T07:00:00.000Z,2023-04-15T07:58:30.539Z,35.980000000000004,2023-04-16
598,Nike Blazer Low '77 Jumbo,Men's Shoes,Nike Sportswear,White/White/Sail/Black,89.95,89.95,GB,True,2022-08-01T10:30:00.000Z,2023-04-15T07:38:46.352Z,0.0,2023-04-16
599,Nike SB Nyjah 3,Skate Shoes,Nike,White/Summit White/Hyper Pink/Black,99.95,99.95,GB,True,2022-11-30T08:00:00.000Z,2023-04-13T14:01:46.723Z,0.0,2023-04-16
600,Air Jordan 1 Low G,Golf Shoes,Jordan,White/Phantom/Volt/Black,114.95,114.95,GB,True,2023-04-01T07:00:00.000Z,2023-04-10T15:30:51.235Z,0.0,2023-04-16
601,Air Jordan 9 Retro,Men's Shoes,Jordan,Black/Light Olive/Aquatone/Bright Concord,189.95,189.95,GB,True,2023-01-02T10:35:00.000Z,2023-04-06T05:38:57.546Z,0.0,2023-04-16
602,Nike Dunk Low Retro,Men's Shoe,Nike Sportswear,White/White/Black,99.95,99.95,GB,True,2023-04-13T12:57:00.000Z,2023-04-14T02:45:07.309Z,0.0,2023-04-16
603,Nike Air Force 1 Mid React,Men's Shoes,Nike Sportswear,Sail/Ghost Green/Glacier Blue/Black,129.95,129.95,GB,True,2022-08-16T07:00:00.000Z,2023-04-13T14:42:20.799Z,0.0,2023-04-16
604,Jordan Break,Slides,Jordan,Black/White/University Red,29.95,29.95,GB,True,2022-09-14T07:00:00.000Z,2023-04-13T16:12:59.522Z,0.0,2023-04-16
605,Nike Air VaporMax 2023 Flyknit,Men's Shoes,Nike Sportswear,Pure Platinum/Pure Platinum/Pure Platinum/White,204.95,204.95,GB,True,2023-04-10T07:00:00.000Z,2023-04-07T19:55:14.361Z,0.0,2023-04-16
606,Nike High Jump Elite,Athletics Jumping Spikes,Nike,White/Hyper Pink/Laser Orange/Black,119.95,119.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-12T15:40:44.634Z,0.0,2023-04-16
607,Nike Air Max 1 Premium,Shoes,Nike Sportswear,Baltic Blue/Gridiron/Sail/Sesame,152.95,152.95,GB,True,2023-03-10T14:27:00.000Z,2023-04-16T09:15:31.499Z,0.0,2023-04-16
608,Nike SB Zoom Blazer Mid,Skate Shoe,Nike,Summit White/Summit White/White/Laser Orange,79.95,79.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-14T00:53:27.559Z,0.0,2023-04-16
609,Air Jordan 1 Retro Low OG,Men's Shoes,Jordan,Black/Dark Smoke Grey/Light Smoke Grey/Fire Red,134.95,134.95,GB,True,2023-03-01T08:00:00.000Z,2023-04-14T08:28:54.671Z,0.0,2023-04-16
610,Tatum 1 'Zoo',Basketball Shoes,Jordan,Black/University Red/Beach/Metallic Gold,109.95,109.95,GB,True,2023-04-04T16:00:00.000Z,2023-04-11T16:45:05.751Z,0.0,2023-04-16
611,Nike SB Ishod Wair,Skate Shoes,Nike,Flax/Flax/Gum Light Brown/Wheat,99.95,59.97,GB,True,2022-12-16T08:00:00.000Z,2023-04-06T22:22:59.826Z,39.980000000000004,2023-04-16
612,Nike Internationalist By You,Custom Men's Shoe,Nike Sportswear,Multi-Colour/Multi-Colour/Multi-Colour,109.95,109.95,GB,True,2021-10-13T16:00:00.000Z,2023-04-06T05:54:32.487Z,0.0,2023-04-16
613,Nike Air Force 1 '07,Men's Shoes,Nike Sportswear,White/Light Bone/Solar Flare/Phantom,114.95,114.95,GB,True,2022-07-13T07:00:00.000Z,2023-04-06T06:42:57.470Z,0.0,2023-04-16
614,Jordan Play Luka,Men's Slides,Jordan,Multi-Colour/Glow,39.95,35.97,GB,True,2022-10-06T07:00:00.000Z,2023-04-13T10:01:35.497Z,3.980000000000004,2023-04-16
615,Nike Air Max TW SE,Men's Shoes,Nike Sportswear,Summit White/Sesame/Light Photo Blue/Safety Orange,152.95,152.95,GB,True,2023-02-23T08:00:00.000Z,2023-04-12T14:42:41.176Z,0.0,2023-04-16
616,Nike Air Force 1 React,Men's Shoes,Nike Sportswear,White/Sail/Black/White,124.95,124.95,GB,True,2022-10-11T07:00:00.000Z,2023-04-06T06:23:52.447Z,0.0,2023-04-16
617,Nike Quest 4,Men's Road Running Shoes,Nike,Black/Dark Smoke Grey,69.95,48.97,GB,True,2023-02-01T08:17:00.000Z,2023-04-16T05:01:52.147Z,20.980000000000004,2023-04-16
618,Nike Air More Uptempo '96,Men's Shoes,Nike Sportswear,Dark Pony/Coconut Milk/Sail/Medium Soft Pink,164.95,164.95,GB,True,2023-02-06T15:33:00.000Z,2023-04-12T14:41:40.355Z,0.0,2023-04-16
619,Nike Air More Uptempo '96,Men's Shoes,Nike Sportswear,Black/Racer Blue/Hyper Pink/Bright Crimson,164.95,164.95,GB,True,2023-03-06T08:00:00.000Z,2023-04-11T22:28:20.359Z,0.0,2023-04-16
620,Nike Air Max 97,Men's Shoes,Nike Sportswear,Light Smoke Grey/Cool Grey/Black/Volt,179.95,179.95,GB,True,2023-02-27T15:00:00.000Z,2023-04-06T06:56:16.374Z,0.0,2023-04-16
621,Nike Air Max Plus 3,Men's Shoes,Nike Sportswear,Light Smoke Grey,169.95,169.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-11T22:21:10.004Z,0.0,2023-04-16
622,Nike Tiempo Legend 9 Academy IC,Indoor/Court Football Shoe,Nike,White/Baltic Blue/Pink Blast/Black,72.95,72.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T05:45:22.051Z,0.0,2023-04-16
623,Nike Offcourt Adjust,Men's Slides,Nike Sportswear,Light Silver/Team Gold/Light Bone/Sail,39.95,39.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-06T06:25:36.216Z,0.0,2023-04-16
624,Nike Air Force 1 Mid '07 QS,Men's Shoes,Nike Sportswear,Venice/Summit White,124.95,124.95,GB,True,2022-08-01T06:38:00.000Z,2023-04-06T06:04:36.898Z,0.0,2023-04-16
625,Nike React HyperSet LE,Indoor Court Shoes,Nike,White/Bright Crimson/Pink Blast/Black,123.95,123.95,GB,True,2023-04-05T07:00:00.000Z,2023-04-06T06:00:10.088Z,0.0,2023-04-16
626,Air Jordan 2 Retro,Men's Shoes,Jordan,White/Black/Varsity Red,179.95,179.95,GB,True,2022-12-19T11:56:00.000Z,2023-04-06T06:43:04.451Z,0.0,2023-04-16
627,Nike Phantom GX Club Dynamic Fit MG,Multi-ground Football Boots,Nike,Baltic Blue/White/Laser Blue/Pink Blast,64.95,64.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T05:56:41.896Z,0.0,2023-04-16
628,Nike Air Max 95 QS,Men's Shoes,Nike Sportswear,Summit White/Cool Grey/Wolf Grey/Light Bone,164.95,164.95,GB,True,2022-08-19T07:44:00.000Z,2023-04-06T06:31:25.216Z,0.0,2023-04-16
629,LeBron XX 'Stocking Stuffer',Basketball Shoes,Nike,Green Apple/University Red/Bright Crimson/Reflect Silver,179.95,179.95,GB,True,2022-12-20T08:12:00.000Z,2023-04-06T06:56:52.509Z,0.0,2023-04-16
630,Nike Air Zoom Flight 95,Men's Shoes,Nike Sportswear,Black/Ale Brown/Summit White/Valerian Blue,152.95,152.95,GB,True,2022-10-10T07:00:00.000Z,2023-04-15T08:05:44.074Z,0.0,2023-04-16
631,Nike Air Max Flyknit Racer Next Nature,Men's Shoes,Nike Sportswear,Black/Anthracite/Black/Black,152.95,152.95,GB,True,2022-08-01T09:02:00.000Z,2023-04-16T05:30:03.543Z,0.0,2023-04-16
632,Nike Air Max 1 Premium,Men's Shoes,Nike Sportswear,Summit White/Dark Atomic Teal/Sail/Black,164.95,164.95,GB,True,2023-03-02T12:30:00.000Z,2023-04-06T06:51:51.645Z,0.0,2023-04-16
633,Nike Manoa Leather,Men's Boot,Nike Sportswear,Black/Black/Black,99.95,99.95,GB,True,2020-10-09T08:10:00.000Z,2023-04-13T15:56:31.473Z,0.0,2023-04-16
634,Jordan Jumpman Pro,Men's Shoes,Jordan,Black/Metallic Silver/White,129.95,77.97,GB,True,2022-11-07T08:00:00.000Z,2023-04-12T14:32:10.395Z,51.97999999999999,2023-04-16
635,Nike Air More Uptempo '96,Men's Shoes,Nike Sportswear,Black/Multi-Colour/Cobalt Bliss/White,164.95,164.95,GB,True,2023-02-18T08:00:00.000Z,2023-04-12T14:43:24.000Z,0.0,2023-04-16
636,Air Jordan Legacy 312 Low,Men's Shoes,Jordan,Sail/White/Gym Red/Black,134.95,134.95,GB,True,2023-04-01T07:00:00.000Z,2023-04-16T08:39:06.846Z,0.0,2023-04-16
637,Nike Air Max TW,Men's Shoes,Nike Sportswear,White/Light Lemon Twist/Pure Platinum/Midnight Navy,144.95,101.47,GB,True,2022-12-19T08:00:00.000Z,2023-04-16T10:15:59.377Z,43.47999999999999,2023-04-16
638,Nike Tiempo Legend 9 Academy IC,Indoor/Court Football Shoe,Nike,Black/Anthracite/Metallic Gold/Black,69.95,69.95,GB,True,2023-02-01T13:49:00.000Z,2023-04-07T09:24:49.859Z,0.0,2023-04-16
639,Nike SB Zoom Blazer Low Pro GT,Skate Shoes,Nike,White/White/White/Black,74.95,52.47,GB,True,2022-05-30T09:46:00.000Z,2023-04-06T22:22:22.059Z,22.480000000000004,2023-04-16
640,Nike Zoom Mercurial Superfly 9 Academy TF,Turf Football Shoes,Nike,White/Pink Blast/Baltic Blue,84.95,84.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T06:01:05.299Z,0.0,2023-04-16
641,Nike Zoom Mercurial Dream Speed Vapor 15 Elite FG,Firm-Ground Football Boot,Nike,Cobalt Bliss/Fuchsia Dream/Hot Punch/Black,244.95,244.95,GB,True,2023-02-11T08:00:00.000Z,2023-04-11T21:05:25.014Z,0.0,2023-04-16
642,Nike Air Flight Lite Mid,Men's Shoes,Nike Sportswear,White/Lemon/Black/White,119.95,83.97,GB,True,2022-12-16T08:00:00.000Z,2023-04-12T14:42:20.184Z,35.980000000000004,2023-04-16
643,Nike Wearallday,Men's Shoe,Nike Sportswear,Black/White,69.95,38.97,GB,True,2020-06-30T22:00:00.000Z,2023-04-12T14:32:19.515Z,30.980000000000004,2023-04-16
644,Nike High Jump Elite,Athletics Jumping Spikes,Nike,White/Black/Black,112.95,96.47,GB,True,2023-02-01T08:17:00.000Z,2023-04-06T06:05:46.116Z,16.480000000000004,2023-04-16
